	#Master Report ASCII Export File
        #	PLANT:		Surry
        #	UNIT: 		1
        #	SG: 		1B
        #	DATABASE:	SURRY_1R27_SGB  DATE: OCT. 29,2016  7:56 

#FORMAT: ROW,COL,VOLTS,DEG,PCT,CHN,LOCATION,ELEV_FROM,ELEV_TO,EXTENT,UTIL 1,UTIL 2,NAME,TYPE,CAL,LEG,PROBE,S/N #
   7, 49,,,,,,,,TEHTEC,,,J5670,auto,SG1BCCAL00017,C,720UC,659856
   7, 50,,,,,,,,01HTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
   7, 50,0.93,130,MBM,174,TSC,12.85,,01CTEC,HR,,G4841,resolution,SG1BCCAL00006,C,720XP,708350
   7, 50,2.21,84,MBH,6,TSC,13.03,,TEHTEC,,,J5670,auto,SG1BCCAL00017,C,720UC,659856
   7, 51,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00016,C,720UL,659916
   7, 51,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
   7, 51,,,,,,,,01HTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
   7, 52,,,,,,,,01HTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
   7, 52,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00016,C,720UL,659916
   7, 52,0.25,50,MBM,54,TSC,8.15,,01CTEC,HR,,B4260,resolution,SG1BCCAL00005,C,720XP,690861
   7, 52,0.84,60,MBM,30,TSC,11.19,,01CTEC,HR,,B4260,resolution,SG1BCCAL00005,C,720XP,690861
   7, 52,1.01,56,MBM,126,TSC,30.85,,01CTEC,HR,,B4260,resolution,SG1BCCAL00005,C,720XP,690861
   7, 52,0.48,87,MBM,198,TSC,44.21,,01CTEC,HR,,B4260,resolution,SG1BCCAL00005,C,720XP,690861
   7, 53,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,690861
   7, 53,,,,,,,,01HTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
   7, 53,3.48,75,MBH,6,05C,5.77,,TEHTEC,,,G7081,resolution,SG1BCCAL00017,C,720UC,659856
   7, 54,,,,,,,,01HTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
   7, 54,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00017,C,720UC,659856
   7, 54,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
   7, 55,,,,,,,,01HTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
   7, 55,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
   7, 55,3.23,188,DNT,1,04C,46.20,,TEHTEC,HR,,W6070,auto,SG1BCCAL00016,C,720UL,659916
   7, 56,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,690861
   7, 56,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00016,C,720UL,659916
   7, 56,5.79,14,XVI,58,TEH,17.36,,01HTEH,LAR,,G4841,resolution,SG1BHCAL00026,H,720XP,708350
   7, 57,,,,,,,,01HTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
   7, 57,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,690861
   7, 57,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00017,C,720UC,659856
   7, 58,,,,,,,,01HTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
   7, 58,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
   7, 58,,,,,,,,TEHTEC,,,L3362,secondary,SG1BCCAL00017,C,720UC,659856
   7, 59,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
   7, 59,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00016,C,720UL,659916
   7, 59,,,,,,,,01HTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
   7, 60,,,,,,,,01HTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
   7, 60,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,690861
   7, 60,2.69,89,MBH,6,05H,12.98,,TEHTEC,,,W6070,auto,SG1BCCAL00016,C,720UL,659916
   7, 60,2.03,85,MBH,6,TSC,35.41,,TEHTEC,,,C3274,resolution,SG1BCCAL00016,C,720UL,659916
   7, 61,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,690861
   7, 61,,,,,,,,01HTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
   7, 61,2.52,185,DNT,1,03H,19.21,,TEHTEC,HR,,W6070,auto,SG1BCCAL00017,C,720UC,659856
   7, 62,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
   7, 62,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00017,C,720UC,659856
   7, 62,,,,,,,,01HTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
   7, 63,,,,,,,,01HTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
   7, 63,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
   7, 63,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00016,C,720UL,659916
   7, 64,,,,,,,,01HTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
   7, 64,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,690861
   7, 64,2.74,185,DNT,1,02H,31.64,,TEHTEC,HR,,W6070,auto,SG1BCCAL00016,C,720UL,659916
   7, 65,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,690861
   7, 65,,,,,,,,01HTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
   7, 65,2.29,187,DNT,1,TSH,41.58,,TEHTEC,HR,,W6070,auto,SG1BCCAL00017,C,720UC,659856
   7, 65,2.38,182,DNT,1,03H,30.89,,TEHTEC,HR,,W6070,auto,SG1BCCAL00017,C,720UC,659856
   7, 66,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
   7, 66,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00017,C,720UC,659856
   7, 66,,,,,,,,01HTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
   7, 67,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
   7, 67,,,,,,,,01HTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
   7, 67,0.35,125,DDH,5,04C,17.30,,TEHTEC,,,W6070,auto,SG1BCCAL00016,C,720UL,659916
   7, 67,0.15,118,DDH,5,04C,17.89,,TEHTEC,,,C3274,resolution,SG1BCCAL00016,C,720UL,659916
   7, 68,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00016,C,720UL,659916
   7, 68,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,690861
   7, 68,,,,,,,,01HTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
   7, 69,,,,,,,,01HTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
   7, 69,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00017,C,720UC,659856
   7, 69,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,690861
   7, 70,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
   7, 70,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00017,C,720UC,659856
   7, 70,,,,,,,,01HTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
   7, 71,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
   7, 71,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00016,C,720UL,659916
   7, 71,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
   7, 72,,,,,,,,BPHTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
   7, 72,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,690861
   7, 72,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00016,C,720UL,659916
   7, 73,,,,,,,,BPHTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
   7, 73,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,690861
   7, 73,,,,,,,,TEHTEC,,,L3362,secondary,SG1BCCAL00017,C,720UC,659856
   7, 74,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
   7, 74,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
   7, 74,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00017,C,720UC,659856
   7, 75,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00016,C,720UL,659916
   7, 75,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
   7, 75,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
   7, 76,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,690861
   7, 76,,,,,,,,BPHTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
   7, 76,4.12,182,DNT,1,04C,17.57,,TEHTEC,HR,,W6070,auto,SG1BCCAL00016,C,720UL,659916
   7, 77,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,690861
   7, 77,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00017,C,720UC,659856
   7, 77,,,,,,,,BPHTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
   7, 78,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
   7, 78,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00017,C,720UC,659856
   7, 78,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
   7, 79,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00015,C,720UC,659856
   7, 79,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
   7, 79,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
   7, 80,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00007,C,720XP,690861
   7, 80,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00015,C,720UC,659856
   7, 80,,,,,,,,BPHTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
   7, 81,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00007,C,720XP,690861
   7, 81,0.80,136,MBM,146,TSH,18.95,,BPHTEH,HR,,L7871,resolution,SG1BHCAL00026,H,720XP,708350
   7, 81,2.51,89,MBH,6,BPH,6.58,,TEHTEC,,,W6070,auto,SG1BCCAL00015,C,720UC,659856
   7, 81,0.77,72,MBM,58,BPH,6.64,,BPHTEH,HR,,L7871,resolution,SG1BHCAL00026,H,720XP,708350
   7, 81,3.41,78,MBH,6,01H,40.63,,TEHTEC,,,W6070,auto,SG1BCCAL00015,C,720UC,659856
   7, 81,1.92,89,INR,6,02H,27.94,,TEHTEC,,,C9309,resolution,SG1BCCAL00015,C,720UC,659856
   7, 81,2.31,71,MBH,6,02H,38.95,,TEHTEC,,,W6070,auto,SG1BCCAL00015,C,720UC,659856
   7, 81,2.24,71,MBH,6,02H,43.29,,TEHTEC,,,W6070,auto,SG1BCCAL00015,C,720UC,659856
   7, 81,3.62,70,MBH,6,03H,15.17,,TEHTEC,,,W6070,auto,SG1BCCAL00015,C,720UC,659856
   7, 81,2.23,80,MBH,6,03H,19.84,,TEHTEC,,,C3274,resolution,SG1BCCAL00015,C,720UC,659856
   7, 81,3.17,84,MBH,6,03H,35.20,,TEHTEC,,,W6070,auto,SG1BCCAL00015,C,720UC,659856
   7, 81,0.82,80,DSH,P1,04H,0.34,,TEHTEC,,,C3274,resolution,SG1BCCAL00015,C,720UC,659856
   7, 81,5.45,75,MBH,6,01C,36.96,,TEHTEC,,,C3274,resolution,SG1BCCAL00015,C,720UC,659856
   7, 82,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00008,C,720XP,708350
   7, 82,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
   7, 82,1.11,61,NQH,3,TSC,4.44,14.78,TEHTEC,,,C9309,resolution,SG1BCCAL00013,C,720UC,659855
   7, 83,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00008,C,720XP,708350
   7, 83,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00013,C,720UC,659855
   7, 83,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
   7, 84,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00026,H,720XP,708350
   7, 84,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00008,C,720XP,708350
   7, 84,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00014,C,720UC,659856
   7, 85,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00026,H,720XP,708350
   7, 85,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00008,C,720XP,708350
   7, 85,2.08,189,DNT,1,03H,25.82,,TEHTEC,HR,,W6070,auto,SG1BCCAL00014,C,720UC,659856
   7, 86,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00007,C,720XP,690861
   7, 86,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
   7, 86,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00013,C,720UC,659855
   7, 87,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00013,C,720UC,659855
   7, 87,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00007,C,720XP,690861
   7, 87,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
   7, 88,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00026,H,720XP,708350
   7, 88,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00008,C,720XP,708350
   7, 88,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00014,C,720UC,659856
   7, 89,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00008,C,720XP,708350
   7, 89,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00026,H,720XP,708350
   7, 89,0.72,126,NQH,3,05H,13.68,,TEHTEC,,,W6070,auto,SG1BCCAL00014,C,720UC,659856
   7, 90,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00013,C,720UC,659855
   7, 90,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
   7, 90,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00007,C,720XP,690861
   7, 91,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00013,C,720UC,659855
   7, 91,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00007,C,720XP,690861
   7, 91,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
   7, 92,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00014,C,720UC,659856
   7, 92,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00026,H,720XP,708350
   7, 92,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00008,C,720XP,708350
   7, 93,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00008,C,720XP,708350
   7, 93,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00026,H,720XP,708350
   7, 93,2.10,83,MBH,6,03C,27.83,,TEHTEC,,,G2886,resolution,SG1BCCAL00014,C,720UC,659856
   7, 93,2.55,83,MBH,6,02C,47.45,,TEHTEC,,,W6070,auto,SG1BCCAL00014,C,720UC,659856
   8,  2,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
   8,  2,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00014,H,720HS,707230
   8,  2,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
   8,  3,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00001,C,720XP,690861
   8,  3,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00014,H,720HS,707230
   8,  3,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
   8,  4,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
   8,  4,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
   8,  4,3.52,76,MBH,6,05C,11.88,,TECTEH,,,L7871,resolution,SG1BHCAL00013,H,720HS,707232
   8,  5,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
   8,  5,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00013,H,720HS,707232
   8,  5,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
   8,  6,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00014,H,720HS,707230
   8,  6,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00001,C,720XP,690861
   8,  6,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
   8,  7,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
   8,  7,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00014,H,720HS,707230
   8,  7,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00001,C,720XP,690861
   8,  8,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
   8,  8,4.45,77,MBH,6,TSC,6.33,,TECTEH,,,W6070,auto,SG1BHCAL00013,H,720HS,707232
   8,  8,0.67,110,MBM,22,TSC,6.49,,BPCTEC,HR,,C9309,resolution,SG1BCCAL00002,C,720XP,708350
   8,  8,0.73,83,MBM,118,TSC,6.67,,BPCTEC,HR,,C9309,resolution,SG1BCCAL00002,C,720XP,708350
   8,  9,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
   8,  9,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
   8,  9,3.03,87,MBH,6,05H,14.88,,TECTEH,,,C3274,resolution,SG1BHCAL00013,H,720HS,707232
   8, 10,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
   8, 10,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00014,H,720HS,707230
   8, 10,0.59,74,MBM,198,TSC,12.90,,BPCTEC,HR,,G7081,resolution,SG1BCCAL00001,C,720XP,690861
   8, 11,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
   8, 11,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00014,H,720HS,707230
   8, 11,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00001,C,720XP,690861
   8, 12,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
   8, 12,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
   8, 12,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00013,H,720HS,707232
   8, 13,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
   8, 13,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00013,H,720HS,707232
   8, 13,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
   8, 14,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00014,H,720HS,707230
   8, 14,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
   8, 14,,,,,,,,BPCTEC,,,W6070,auto,SG1BCCAL00001,C,720XP,690861
   8, 15,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00014,H,720HS,707230
   8, 15,,,,,,,,BPCTEC,,,W6070,auto,SG1BCCAL00001,C,720XP,690861
   8, 15,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
   8, 16,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
   8, 16,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
   8, 16,3.19,53,MBH,6,05H,8.94,25.11,TECTEH,,,S4373,resolution,SG1BHCAL00013,H,720HS,707232
   8, 17,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00013,H,720HS,707232
   8, 17,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
   8, 17,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
   8, 18,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
   8, 18,,,,,,,,BPCTEC,,,W6070,auto,SG1BCCAL00001,C,720XP,690861
   8, 18,0.23,113,DDH,5,02H,2.79,,TECTEH,,,W9098,auto,SG1BHCAL00014,H,720HS,707230
   8, 18,2.75,185,DNT,1,04C,27.52,,TECTEH,HR,,W9098,auto,SG1BHCAL00014,H,720HS,707230
   8, 19,,,,,,,,BPCTEC,,,W6070,auto,SG1BCCAL00001,C,720XP,690861
   8, 19,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00014,H,720HS,707230
   8, 19,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
   8, 20,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
   8, 20,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00013,H,720HS,707232
   8, 20,1.38,25,MBM,210,TSH,9.55,,BPHTEH,HR,,W1424,resolution,SG1BHCAL00020,H,720XP,708350
   8, 21,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
   8, 21,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00013,H,720HS,707232
   8, 21,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
   8, 22,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
   8, 22,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00016,H,720HS,707230
   8, 22,,,,,,,,BPCTEC,,,W6070,auto,SG1BCCAL00001,C,720XP,690861
   8, 23,,,,,,,,BPCTEC,,,W6070,auto,SG1BCCAL00001,C,720XP,690861
   8, 23,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00016,H,720HS,707230
   8, 23,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
   8, 24,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00015,H,720HS,707232
   8, 24,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
   8, 24,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
   8, 25,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
   8, 25,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
   8, 25,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00015,H,720HS,707232
   8, 26,,,,,,,,01CTEC,,,W6070,auto,SG1BCCAL00001,C,720XP,690861
   8, 26,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00016,H,720HS,707230
   8, 26,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
   8, 27,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
   8, 27,,,,,,,,01CTEC,,,W6070,auto,SG1BCCAL00001,C,720XP,690861
   8, 27,3.34,188,DNT,1,TSH,34.07,,TECTEH,HR,,W6070,auto,SG1BHCAL00016,H,720HS,707230
   8, 28,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
   8, 28,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00015,H,720HS,707232
   8, 28,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
   8, 29,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
   8, 29,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
   8, 29,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00015,H,720HS,707232
   8, 30,,,,,,,,01CTEC,,,W6070,auto,SG1BCCAL00001,C,720XP,690861
   8, 30,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
   8, 30,2.19,189,DNT,1,TSH,19.69,,TECTEH,HR,,W6070,auto,SG1BHCAL00016,H,720HS,707230
   8, 31,,,,,,,,01CTEC,,,W6070,auto,SG1BCCAL00001,C,720XP,690861
   8, 31,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00016,H,720HS,707230
   8, 31,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
   8, 32,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
   8, 32,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00015,H,720HS,707232
   8, 32,0.58,69,MBM,114,TSC,33.89,,01CTEC,HR,,C9309,resolution,SG1BCCAL00002,C,720XP,708350
   8, 33,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
   8, 33,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
   8, 33,0.28,144,DDH,5,03C,30.78,,TECTEH,,,W9098,auto,SG1BHCAL00015,H,720HS,707232
   8, 34,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
   8, 34,,,,,,,,01CTEC,,,W6070,auto,SG1BCCAL00001,C,720XP,690861
   8, 34,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00016,H,720HS,707230
   8, 35,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
   8, 35,2.31,183,DNT,P1,01H,-0.02,,TECTEH,HR,,W6070,auto,SG1BHCAL00016,H,720HS,707230
   8, 35,0.32,88,MBM,66,TSC,33.31,,01CTEC,HR,,G7081,resolution,SG1BCCAL00001,C,720XP,690861
   8, 36,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
   8, 36,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
   8, 36,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00015,H,720HS,707232
   8, 37,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00015,H,720HS,707232
   8, 37,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
   8, 37,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
   8, 38,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
   8, 38,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00016,H,720HS,707230
   8, 38,,,,,,,,01CTEC,,,W6070,auto,SG1BCCAL00001,C,720XP,690861
   8, 39,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00016,H,720HS,707230
   8, 39,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
   8, 39,,,,,,,,01CTEC,,,W6070,auto,SG1BCCAL00001,C,720XP,690861
   8, 40,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00015,H,720HS,707232
   8, 40,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
